kode;forbrydelse;paragraf;kapitel
89120;Dyretransport, strøelse, transportør (klip);Særlov;Særlov
89121;Dyretransport, transportegnethed, transportør (klip);Særlov;Særlov
89122;Dyretransport, areal/belægning, chauffør/ledsager (klip);Særlov;Særlov
89123;Dyretransport, indvendig højde, chauffør/ledsager (klip);Særlov;Særlov
89124;Dyretransport, ventilation, chauffør/ledsager (klip);Særlov;Særlov
89125;Dyretransport, drikkevand/foder, chauffør/ledsager (klip);Særlov;Særlov
89126;Dyretransport, hviletid, chauffør/ledsager (klip);Særlov;Særlov
89127;Dyretransport, strøelse, chauffør/ledsager (klip);Særlov;Særlov
89128;Dyretransport, transportegnethed, chauffør/ledsager (klip);Særlov;Særlov
89129;Slagtning og aflivning af dyr - bekendtgørelse;Særlov, Dyreværnsloven;Særlov
89130;Jagtloven;Særlov;Særlov
89131;Dyretransport, areal/belægning, virksomhed;Særlov;Særlov
89132;Dyretransport, indvendig højde, virksomhed;Særlov;Særlov
89133;Dyretransport, ventilation, virksomhed;Særlov;Særlov
89134;Dyretransport, drikkevand/foder, virksomhed;Særlov;Særlov
89135;Dyretransport, hviletid, virksomhed;Særlov;Særlov
89136;Dyretransport, strøelse, virksomhed;Særlov;Særlov
89137;Dyretransport, transportegnethed, virksomhed;Særlov;Særlov
89138;Dyretransport, i øvrigt;Særlov;Særlov
89140;Lov om hold af heste, forberedelse af forbud;Særlov;Særlov
89141;Lov om hold af heste, meddelt påbud;Særlov;Særlov
89142;Lov om hold af heste, overtrædelse af meddelt påbud;Særlov;Særlov
89143;Lov om hold af heste, manglende forsikring;Særlov;Særlov
89144;Dyreværnsloven, forberedelse af pålæg;Særlov;Særlov
89145;Dyreværnsloven, meddelt pålæg;Særlov;Særlov
89146;Dyreværnsloven, overtrædelse af meddelt pålæg;Særlov;Særlov
89150;Hundeloven, forberedelse af pålæg;Særlov;Særlov
89151;Hundeloven, pålæg efter;Særlov;Særlov
89152;Hundeloven, overtrædelse af, samt overtrædelse af pålæg;Særlov;Særlov
89153;Hundeloven, frakendelse efter;Særlov;Særlov
89162;Malkekvæg, overtrædelse af påbud;Særlov;Særlov
89170;Fiskerilovgivningen;Særlov;Særlov
89180;Grindelov for Færøerne;Særlov;Særlov
89990;Andre love vedr. dyr, jagt mv., i øvrigt;Særlov;Særlov
90110;Arbejderbeskyttelseslovgivningen;Særlov;Særlov
90111;Arbejdsskadeforsikringsloven;Særlov;Særlov
90120;Forordninger om fartskrivere;Særlov;Særlov
90121;Køre-hviletidsregler;Særlov;Særlov
90130;Søloven;Særlov;Særlov
90131;Skibsregistrering;Særlov;Særlov
90132;Lodslov;Særlov;Særlov
90133;Dykkerlov;Særlov;Særlov
90140;Tilsyn med skibe;Særlov;Særlov
90150;Luftfartsloven;Særlov;Særlov
90151;Droneflyvning, bekendtgørelse om;Særlov;Særlov
90170;Jernbaneloven;Særlov;Særlov
90180;Lov om hyrekørsel;Særlov;Særlov
90190;Lov om godstransport;Særlov;Særlov
90195;Carbotagekørsel, overtrædelse;Særlov;Særlov
90201;Lov om buskørsel;Særlov;Særlov
90205;Udrykningskørsel, bekendtgørelse om;Særlov;Særlov
90210;Sømandsloven;Særlov;Særlov
90211;Bemandingslov;Særlov;Særlov
90212;Forhyring;Særlov;Særlov
90230;Ferieloven;Særlov;Særlov
90250;Lærlingeloven;Særlov;Særlov
90260;Lov om arbejdsformidling;Særlov;Særlov
90265;Udstationering af lønmodtagere m.v., lov om;Særlov;Særlov
90266;Udstationering af lønmodtager mv., lov om tjenesteyder ;Særlov;Særlov
90267;Udstationering af lønmodtager mv., lov om hvervgiver;Særlov;Særlov
90270;Lov om arbejdsmiljø;Særlov;Særlov
90271;Bekendtgørelse om bedriftssundhedstjeneste;Særlov;Særlov
90275;Lov om røgfri miljøer, rygepolitik;Særlov;Særlov
90276;Lov om røgfri miljøer, forberedelse af påbud;Særlov;Særlov
90278;Lov om røgfri miljøer, overtrædelse af meddelt påbud;Særlov;Særlov
90279;Lov om røgfri miljøer, rygning indendørs;Særlov;Særlov
90301;Kontrolapparatværksted, bekendtgørelse om autoriseret;Særlov;Særlov
90302;Fartskriverkort, fører, bekendtgørelse om udstedelse af;Særlov;Særlov
90303;Fartskriverkort, arbejdsgiver, bekendtgørelse om udstedelse af;Særlov;Særlov
90304;Fartskriverkort, værksted, bekendtgørelse om udstedelse af;Særlov;Særlov
90305;Køre-hviletid, fører, bekendtgørelse om nationale bestemmelser;Særlov;Særlov
90306;Køre-hviletid, arbejdsgiver, bekendtgørelse om nationale bestemmelser;Særlov;Særlov
90307;Køre-hviletid, fører;Særlov;Særlov
90308;Køre-hviletid, arbejdsgiver;Særlov;Særlov
90309;Køre-hviletid over 30%, fører;Særlov;Særlov
90310;Uautoriseret indgreb i kontrolapparat, fører;Særlov;Særlov
90311;Uautoriseret indgreb i kontrolapparat, arbejdsgiver;Særlov;Særlov
90312;Kontrolapparat, fører;Særlov;Særlov
90313;Kontrolapparat, arbejdsgiver;Særlov;Særlov
90314;Køre-hviletid, kontroldata, opbevaring af dokumentation mv.;Særlov;Særlov
90320;Kontrollører uden autorisation, beskæftigelse af;Særlov;Særlov
90330;Køre-hviletid, fører;Særlov;Særlov
90331;Køre-hviletid, arbejdsgiver;Særlov;Særlov
90332;Køre-hviletid, fører;Særlov;Særlov
90333;Køre-hviletid, arbejdsgiver;Særlov;Særlov
90334;Køre-hviletid over 30%, fører;Særlov;Særlov
90400;Piratkopiering;Særlov;Særlov
90430;Modulvogntog, færdselsområde;Særlov;Særlov
90431;Modulvogntog, udenlandske køretøjer;Særlov;Særlov
90432;Modulvogntog, ikke godkendt vogntog;Særlov;Særlov
90433;Modulvogntog, vægt;Særlov;Særlov
90434;Modulvogntog, dolly/antal aksler;Særlov;Særlov
90435;Modulvogntog, længde mv.;Særlov;Særlov
90436;Modulvogntog, indretning og udstyr;Særlov;Særlov
90437;Modulvogntog, MVT type 1-4;Særlov;Særlov
90438;Modulvogntog, farligt gods;Særlov;Særlov
90990;Andre love vedr. arbejde, transport mv., i øvrigt;Særlov;Særlov
91110;Aktieselskabsloven;Særlov;Særlov
91120;Selskabsloven;Særlov;Særlov
91130;Anpartsselskabsloven;Særlov;Særlov
91150;Firmaloven;Særlov;Særlov
91155;Erhvervsregisteret;Særlov;Særlov
91170;Bogføringsloven;Særlov;Særlov
91190;Markedsføringsloven;Særlov;Særlov
91191;Mønsterbeskyttelse/ophavsret;Særlov;Særlov
91192;Lov om forretningshemmeligheder;Særlov;Særlov
91210;Råstofloven;Særlov;Særlov
91230;Erhvervsfremmeloven;Særlov;Særlov
91250;Konkurrenceloven;Særlov;Særlov
91260;Lov om kapitaltilførsel;Særlov;Særlov
91270;Valutalovgivningen;Særlov;Særlov
91280;Bank- og sparekasselov;Særlov;Særlov
91290;Lov om butikstid;Særlov;Særlov
91990;Andre love vedrørende selskabs- og firmalovgivningen;Særlov;Særlov
92110;Militære straffelove;Særlov;Særlov
92130;Værnepligtsloven;Særlov;Særlov
92150;Lov om værnepligtiges anvendelse til civilt arbejde;Særlov;Særlov
92170;Civilforsvarsloven;Særlov;Særlov
92190;Lov om civilt beredskab;Særlov;Særlov
92990;Andre love vedr. forsvaret o.l.;Særlov;Særlov
93110;El-lovgivningen;Særlov;Særlov
93130;Gaslovgivningen;Særlov;Særlov
93140;Fællesantenner;Særlov;Særlov
93990;Andre love vedrørende offentlige forsyninger;Særlov;Særlov
94110;Restaurationsloven;Særlov;Særlov
94111;Restaurationsloven, nattesæde;Særlov;Særlov
94112;Restaurationsloven, ulovlig udskænkning;Særlov;Særlov
94113;Restaurationsloven, forbud;Særlov;Særlov
94114;Restaurationsloven, meddelt forbud;Særlov;Særlov
94115;Restaurationsloven, overtrædelse af forbud;Særlov;Særlov
94121;Alkohol, salg til unge under 16 år;Særlov;Særlov
94128;Tobak, salg til unge under 18 år;Særlov;Særlov
94129;Tobak, salg til unge under 16 år;Særlov;Særlov
94130;Næringsloven;Særlov;Særlov
94150;Handel med brugte genstande;Særlov;Særlov
94160;Lov om auktionsledere;Særlov;Særlov
94170;Film- og biograflov;Særlov;Særlov
94180;Lov om spillekasinoer;Særlov;Særlov
94190;Totalisatorlov;Særlov;Særlov
94230;Apotekerlov;Særlov;Særlov
94250;Medieansvarsloven (presselov);Særlov;Særlov
94270;Lov om offentlige indsamlinger;Særlov;Særlov
94280;Lov om mål og vægt;Særlov;Særlov
94990;Andre love vedr. spil, bevilling, næring mv.;Særlov;Særlov
99110;Øvrige særlovgivning;Særlov;Særlov
99200;Uoplyst særlovgivning;Særlov;Særlov
